,flip-class,premID,premise,hypoID,hypothesis,orig-hypothesis,lab_count,maj_count,mask-type,model-label,response,model-wrong,orig-label
400,Uncertain-Flip,18033.0,hum-um no i used to i really did uh years ago and uh i was thinking about that not too long ago that,52917.0,"I started to think about doing it again, just like I did years ago.","I started to do it again, just like I did years ago.",2.0,3.0,gradient,entailment,neutral,True,neutral
401,Uncertain-Flip,18033.0,hum-um no i used to i really did uh years ago and uh i was thinking about that not too long ago that,52918.0,"I started thinking about doing it again, just like I did years ago.","I started to do it again, just like I did years ago.",2.0,3.0,gradient,entailment,neutral,True,neutral
402,Uncertain-Same,18549.0,The port is virtually round the corner from the passeig.,54498.0,You can easily get from the port to the passeig.,You can easily walk from the port to the passeig.,1.0,3.0,gradient,neutral,entailment,True,neutral
403,Uncertain-Same,18549.0,The port is virtually round the corner from the passeig.,54499.0,You can easily go from the port to the passeig.,You can easily walk from the port to the passeig.,1.0,3.0,gradient,neutral,entailment,True,neutral
404,Certain-Flip,18549.0,The port is virtually round the corner from the passeig.,54501.0,You can not get from the port to the passeig.,You can easily walk from the port to the passeig.,1.0,3.0,gradient,contradiction,contradiction,False,neutral
405,Uncertain-Flip,18549.0,The port is virtually round the corner from the passeig.,54502.0,You can easily get the port to the passeig.,You can easily walk from the port to the passeig.,1.0,3.0,gradient,entailment,entailment,False,neutral
406,Uncertain-Same,19613.0,Spitting tobacco juice into the Styrofoam cup is a nice detail.,57542.0,People will like the spiting of tobacco juice into the cup.,People will love the spiting of tobacco juice into the cup.,1.0,3.0,gradient,neutral,neutral,False,neutral
407,Uncertain-Flip,19613.0,Spitting tobacco juice into the Styrofoam cup is a nice detail.,57543.0,I love the spiting of tobacco juice into the cup.,People will love the spiting of tobacco juice into the cup.,1.0,3.0,gradient,entailment,neutral,True,neutral
408,Uncertain-Same,19613.0,Spitting tobacco juice into the Styrofoam cup is a nice detail.,57544.0,People will appreciate the spiting of tobacco juice into the cup.,People will love the spiting of tobacco juice into the cup.,1.0,3.0,gradient,neutral,neutral,False,neutral
409,Certain-Flip,19613.0,Spitting tobacco juice into the Styrofoam cup is a nice detail.,57546.0,There is nothing nice about the spiting of tobacco juice into the cup.,People will love the spiting of tobacco juice into the cup.,1.0,3.0,gradient,contradiction,contradiction,False,neutral
410,Certain-Same,19722.0,Louis XIV died here in 1715 of gangrene of the leg.,57861.0,Louis XIV was known to refuse medical treatment and preferred the advice of religious fanatics.,King Louis XIV was known to refuse medical treatment and preferred the advice of religious fanatics.,1.0,3.0,gradient,neutral,neutral,False,neutral
411,Uncertain-Flip,19722.0,Louis XIV died here in 1715 of gangrene of the leg.,57865.0,King Louis XIV chose to refuse medical treatment and preferred the advice of religious fanatics.,King Louis XIV was known to refuse medical treatment and preferred the advice of religious fanatics.,1.0,3.0,gradient,contradiction,neutral,True,neutral
412,Uncertain-Same,19722.0,Louis XIV died here in 1715 of gangrene of the leg.,57867.0,King Louis XIV was willing to refuse medical treatment and preferred the advice of religious fanatics.,King Louis XIV was known to refuse medical treatment and preferred the advice of religious fanatics.,1.0,3.0,gradient,neutral,neutral,False,neutral
413,Uncertain-Same,19722.0,Louis XIV died here in 1715 of gangrene of the leg.,57871.0,King Louis XIV was uninterested in medical treatment and preferred the advice of religious fanatics.,King Louis XIV was known to refuse medical treatment and preferred the advice of religious fanatics.,1.0,3.0,gradient,neutral,neutral,False,neutral
414,Uncertain-Flip,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",11012.0,There is no other way to monitor and report emissions.,There is no good way to monitor and report emissions.,1.0,3.0,data-slices,neutral,neutral,False,contradiction
415,Uncertain-Same,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",11013.0,There is only one way to monitor and report emissions.,There is no good way to monitor and report emissions.,1.0,3.0,data-slices,contradiction,neutral,True,contradiction
416,Uncertain-Flip,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",11014.0,There is a good way to monitor and report emissions.,There is no good way to monitor and report emissions.,2.0,3.0,data-slices,neutral,neutral,False,contradiction
417,Certain-Flip,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",11015.0,There is a need to monitor and report emissions.,There is no good way to monitor and report emissions.,1.0,3.0,data-slices,entailment,entailment,False,contradiction
418,Certain-Flip,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",58753.0,The systems are a good way to monitor and report emissions.,There is no good way to monitor and report emissions.,1.0,2.0,gradient,neutral,neutral,False,contradiction
419,Uncertain-Flip,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",58754.0,There is no other way to monitor and report emissions.,There is no good way to monitor and report emissions.,1.0,2.0,gradient,neutral,neutral,False,contradiction
420,Uncertain-Flip,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",58756.0,There is a good way to monitor and report emissions.,There is no good way to monitor and report emissions.,2.0,2.0,gradient,neutral,neutral,False,contradiction
421,Uncertain-Same,20008.0,"To ensure that the cap is met and to provide credibility, sources also are required to install systems that continuously monitor and report emissions.",58760.0,There is only one way to monitor and report emissions.,There is no good way to monitor and report emissions.,1.0,2.0,gradient,contradiction,neutral,True,contradiction
422,Certain-Same,20012.0,"You will find that testing with computer programs often takes less than a day, depending on the complexity of the file.",11027.0,They did not want to run tests for more than a day at a time.,They did not want to run anything more than a day at a time.,1.0,3.0,data-slices,neutral,neutral,False,neutral
423,Uncertain-Flip,20012.0,"You will find that testing with computer programs often takes less than a day, depending on the complexity of the file.",11028.0,They did not have to run anything more than a day at a time.,They did not want to run anything more than a day at a time.,2.0,3.0,data-slices,contradiction,neutral,True,neutral
424,Uncertain-Flip,20012.0,"You will find that testing with computer programs often takes less than a day, depending on the complexity of the file.",11029.0,They did not want to run anything for a day at a time.,They did not want to run anything more than a day at a time.,2.0,3.0,data-slices,contradiction,neutral,True,neutral
425,Uncertain-Same,20012.0,"You will find that testing with computer programs often takes less than a day, depending on the complexity of the file.",11030.0,They did not want to run the tests for a day at a time.,They did not want to run anything more than a day at a time.,2.0,3.0,data-slices,neutral,neutral,False,neutral
426,Uncertain-Same,20128.0,"You're alive!""  Dave was still amazed at that himself.",59131.0,It was not surprising that Dave had made it.,It was not a shock that Dave had made it.,2.0,3.0,gradient,contradiction,contradiction,False,contradiction
427,Certain-Same,20128.0,"You're alive!""  Dave was still amazed at that himself.",59132.0,It was not surprising to anyone that Dave had made it.,It was not a shock that Dave had made it.,2.0,3.0,gradient,contradiction,contradiction,False,contradiction
428,Uncertain-Flip,20128.0,"You're alive!""  Dave was still amazed at that himself.",59135.0,It was a shock that Dave had made it.,It was not a shock that Dave had made it.,2.0,3.0,gradient,entailment,entailment,False,contradiction
429,Uncertain-Flip,20128.0,"You're alive!""  Dave was still amazed at that himself.",59139.0,It was a complete shock that Dave had made it.,It was not a shock that Dave had made it.,2.0,3.0,gradient,neutral,neutral,False,contradiction
